lane,lab_id,study,species,#ariba_ref_name,ref_name,gene,var_only,flag,reads,cluster,ref_len,ref_base_assembled,pc_ident,ctg,ctg_len,ctg_cov,known_var,var_type,var_seq_type,known_var_change,has_known_var,ref_ctg_change,ref_ctg_effect,ref_start,ref_end,ref_nt,ctg_start,ctg_end,ctg_nt,smtls_total_depth,smtls_nts,smtls_nts_depth,var_description,free_text
28099_2_215,CAK10X,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_219,CAF15A,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_223,CAC14V,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,27,220,catB3,633,633,100,catB3.l6.c30.ctg.1,1664,19.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_2_227,CAB1A7,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_231,CAD12W,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_235,CAD12V,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_239,CAB19J,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,450,catB3,633,442,100,catB3.l15.c30.ctg.1,1688,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_2_243,CAF11D,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_247,CAC14C,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_251,CAD14L,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_255,CAF11E,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_259,CAC14A,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_263,CAC14B,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,230,catB3,633,442,100,catB3.l15.c17.ctg.1,1421,23.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_2_283,CAE11I,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_287,CAK101,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_291,CAB11D,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_295,CAE12Q,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,296,catB3,633,442,100,catB3.l15.c4.ctg.1,1500,29.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_2_299,CAH11E,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_304,CAK10Q,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_308,CAH10L,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_2_316,CAC14F,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,372,catB3,633,442,100,catB3.l15.c4.ctg.1,1610,34.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_2_320,CAC148,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,440,catB3,633,442,100,catB3.l15.c4.ctg.1,1566,42.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_3,CAC159,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,266,catB3,633,442,100,catB3.l6.c17.ctg.1,1573,25.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_4,CAE11S,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_5,CAD1AI,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,248,catB3,633,442,100,catB3.l6.c4.ctg.1,1667,22.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_6,CAE12H,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_8,CAB11B,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,374,catB3,633,442,100,catB3.l15.c4.ctg.1,1803,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_10,CAB139,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_11,CAE15W,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_12,CAE12L,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_13,CAD1AL,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,270,catB3,633,442,100,catB3.l6.c4.ctg.1,1506,26.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_14,CAE12R,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_16,CAB159,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_18,CAB15B,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,236,catB3,633,442,100,catB3.l15.c4.ctg.1,1508,23.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_19,CAH11E,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,306,catB3,633,442,100,catB3.l15.c4.ctg.1,1672,27.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_20,CAE12U,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,164,catB3,633,442,100,catB3.l15.c17.ctg.1,1372,17.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_22,CAB15M,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,194,catB3,633,442,100,catB3.l15.c4.ctg.1,1439,20.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_23,CAE12V,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_24,CAB13W,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_25,CAB15S,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_26,CAF102,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,288,catB3,633,442,100,catB3.l15.c4.ctg.1,1451,29.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_27,CAB163,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,8,catB3,633,337,100,catB3.l15.c4.ctg.1,469,1.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_30,CAB15V,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_31,CAF103,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_32,CAI19F,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,250,catB3,633,442,100,catB3.l15.c4.ctg.1,1540,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_33,CAF109,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,144,catB3,633,442,100,catB3.l15.c4.ctg.1,1360,15.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_36,CAB15W,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,242,catB3,633,442,100,catB3.l15.c4.ctg.1,1508,24.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_38,CAB166,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_39,CAF10C,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,248,catB3,633,442,100,catB3.l15.c4.ctg.1,1507,24.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_40,CAG19R,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,256,catB3,633,442,100,catB3.l15.c4.ctg.1,1551,24.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_41,CAF10I,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_42,CAE1AJ,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_44,CAB16A,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_46,CAB16G,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,226,catB3,633,442,100,catB3.l15.c4.ctg.1,1489,22.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_47,CAF10J,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_48,CAF19Y,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_49,CAE19Z,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_50,CAF10K,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_52,CAB16N,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_54,CAB16R,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_55,CAL188,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_56,CAF10M,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_58,CAC105,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,250,catB3,633,442,100,catB3.l15.c4.ctg.1,1666,22.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_59,CAE1B6,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_60,CAF10S,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_62,CAI1AT,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,308,catB3,633,442,100,catB3.l15.c4.ctg.1,1411,32.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_63,CAF113,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_68,CAF11A,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_69,CAI191,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,174,catB3,633,442,100,catB3.l15.c4.ctg.1,1454,17.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_70,CAF11C,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_74,CAC10Q,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_75,CAH18C,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_76,CAG104,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,222,catB3,633,442,100,catB3.l15.c4.ctg.1,1539,21.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_77,CAG1A1,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_78,CAG106,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_80,CAC10Z,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_83,CAI193,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_84,CAG10G,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_86,CAC11A,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_87,CAF1AS,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,336,catB3,633,442,100,catB3.l15.c4.ctg.1,1454,34.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_88,CAG118,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_89,CAC11G,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_90,CAF1AS,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_91,CAG11F,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_94,CAC11K,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,276,catB3,633,442,100,catB3.l6.c4.ctg.1,1687,24.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_95,CAM1AC,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_96,CAG120,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_97,CAE1BG,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,230,catB3,633,442,100,catB3.l15.c4.ctg.1,1486,23.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
34154_7_98,CAG12A,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_100,CAC11N,DASSIM,KpSC,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,236,catB3,633,442,100,catB3.l15.c4.ctg.1,1394,25.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
34154_7_102,CAC11P,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34154_7_103,CAE1BH,DASSIM,KpSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
